id	iast	burmese	es	en	flag
74392	tacchaniyyānabhāva	(၁) မဖောက်ပြန်-မှန်ကန်-သော (ဝဋ်ဆင်းရဲမှ) ထွက်သွားတတ်သည်၏အဖြစ်၊ အမှန် (ဝဋ်ဆင်းရဲမှ) ထွက်သွားခြင်းသဘော။ (တိ) (၂) မဖောက်ပြန်-မှန်ကန်-သော (ဝဋ်ဆင်းရဲမှ) ထွက်သွားတတ်သည်၏အဖြစ်ရှိသော၊ အမှတ် (ဝဋ်ဆင်းရဲမှ) ထွက်သွားခြင်း သဘောရှိသော (မဂ်-စသည်)။ «S1»	(1) el hecho de soler salir de modo no desviado / verdadero (del sufrimiento del *vaṭṭa*); la naturaleza del salir verdaderamente (del sufrimiento del *vaṭṭa*). (adjetivo) (2) que tiene el hecho de soler salir de modo no desviado / verdadero (del sufrimiento del *vaṭṭa*); que tiene la naturaleza del salir verdaderamente (del sufrimiento del *vaṭṭa*) (*magga* y demás). Véase [[tacchaniyyānabhāvatta]].	(1) the state of tending to go out in an unperverted / true way (from the suffering of the *vaṭṭa*); the nature of truly going out (from the suffering of the *vaṭṭa*). (adjective) (2) having the state of tending to go out in an unperverted / true way (from the suffering of the *vaṭṭa*); having the nature of truly going out (from the suffering of the *vaṭṭa*) (the *magga* and so on). See [[tacchaniyyānabhāvatta]].	(2) အမှတ် read as အမှန် 'truly'.
74403	tacchāpetvā	ရွေ-ဖျဉ်-ခုတ်-ဖြတ်-စေ၍၊ ဖြေ-ညို-၍။	habiendo hecho cepillar / desbastar / talar / cortar; habiendo allanado / igualado.	having caused to plane / trim / hew / cut; having levelled / evened.	ဖြေ-ညို read as ဖြေ-ညှိ 'level / even out'.
74406	tacchāviparītabhūtabhāva	ဟုတ်မှန်,မပြောင်းလဲ,ထင်ရှားရှိသည်၏အဖြစ်၊ မချွတ်မယွင်း-ဟုတ်မှန်-သည်၏အဖြစ်,မဖောက်ပြန်-မပြောင်းလဲ-သည်၏အဖြစ်,ထင်ရှားရှိသည်၏အဖြစ်၊ မချွတ်မယွင်း-ဟုတ်မှန်-သော သဘော,မဖောက်ပြန်-မပြောင်းလဲ-သော သဘော,မဖောက်ပြန်-မပြောင်းလဲ-သော သဘော,ထင်ရှားရှိသော သဘော။	el hecho de ser verdadero, inmutable, manifiestamente existente; el hecho de ser infalible / verdadero, el hecho de ser no desviado / inmutable, el hecho de existir manifiestamente; la naturaleza infalible / verdadera, la naturaleza no desviada / inmutable, la naturaleza no desviada / inmutable, la naturaleza manifiestamente existente.	the state of being true, unchanging, manifestly existing; the state of being unfailing / true, the state of being unperverted / unchanging, the state of manifestly existing; the unfailing / true nature, the unperverted / unchanging nature, the unperverted / unchanging nature, the manifestly existing nature.	The source repeats 'မဖောက်ပြန်-မပြောင်းလဲ-သော သဘော' twice; kept as printed.
74409	tacchiṁ	ရွေပြီ။ «S1»	cepilló. Véase [[tacchati]].	planed. See [[tacchati]].	Headword is 1st person singular aorist; the Burmese (ရွေပြီ) does not mark person.
74424	tacchenti	ရွေရာ၏။ «S1»	cepillaría. Véase [[tacchati]].	would plane. See [[tacchati]].	The Burmese gives the optative (ရွေရာ၏) for a present-plural headword; translated as printed.
74431	tajjana	(၁) ခြိမ်းခြောက်-မောင်းမဲ-ကြိမ်းမောင်း-ငေါက်ငှမ်း-ခြင်း၊ ညှဉ်းဆဲခြင်း။ (၂) ခြိမ်းခြောက်-မောင်းမဲ-ကြိမ်းမောင်း-ငေါက်ငမ်း-ကြောင်း-ညှဉ်းဆဲကြောင်း (စကား)။ (၃) တဇ္ဇနီယ-ကံ၊ (ခြိမ်းခြောက်ကြောင်းဖြစ်သော ဝိနည်းကံ)။ (၄) လက်ညှုိး	(1) el amenazar / ahuyentar / increpar / reprender; el atormentar. (2) (palabras) que son causa de amenazar / ahuyentar / increpar / reprender / causa de atormentar. (3) el *tajjanīyakamma* (el *kamma* del *vinaya* que es causa de amenaza). (4) dedo índice	(1) the threatening / driving off / scolding / rebuking; the tormenting. (2) (words) that are the cause of threatening / driving off / scolding / rebuking / the cause of tormenting. (3) the *tajjanīyakamma* (the *vinaya* *kamma* that is a cause of threatening). (4) forefinger	ကံ here is the Saṅgha's formal act (vinaya kamma); kept as ⟦=kamma⟧. (4) ends without ။ and may be truncated.
74435	tajjanīkata	ပြုအပ်ပြီးသော ခြိမ်းခြောက်မှု (တဇ္ဇနီယ-ကံ) ရှိသော၊ ခြိမ်းခြောက်မှု (တဇ္ဇနီယ-ကံ) အပြုခံရသော (ရဟန်း)။	que tiene ya hecha la amenaza (*tajjanīyakamma*); al que se le ha hecho la amenaza (*tajjanīyakamma*) (monje).	having had the threatening (*tajjanīyakamma*) done; subjected to the threatening (*tajjanīyakamma*) (a monk).	ကံ here is the Saṅgha's formal act (vinaya kamma); kept as ⟦=kamma⟧.
74436	tajjanīya	(၁) ခြိမ်းခြောက်ခြင်း။ «S1» (၂) ခြိမ်းခြောက်ကြောင်းဖြစ်သော (ဝိနည်းကံ)၊ တဇ္ဇနီယ-ကံ။	(1) el amenazar. Véase [[tajjanīyapaṭibāhana]]. (2) (*kamma* del *vinaya*) que es causa de amenaza; el *tajjanīyakamma*.	(1) the threatening. See [[tajjanīyapaṭibāhana]]. (2) (a *vinaya* *kamma*) that is a cause of threatening; the *tajjanīyakamma*.	ကံ here is the Saṅgha's formal act (vinaya kamma); kept as ⟦=kamma⟧.
74437	tajjanīyakamma	ခြိမ်းခြောက်ကြောင်းဖြစ်သော ဝိနည်းကံ၊ တဇ္ဇနီယကံ။	el *kamma* del *vinaya* que es causa de amenaza; el *tajjanīyakamma*.	the *vinaya* *kamma* that is a cause of threatening; the *tajjanīyakamma*.	ကံ here is the Saṅgha's formal act (vinaya kamma); kept as ⟦=kamma⟧.
74438	tajjanīyakammakata	(၁) ပြုအပ်ပြီးသော ခြိမ်းခြောက်မှု (တဇ္ဇနီယကံ) ရှိသော၊ ခြိမ်းခြောက်မှု (တဇ္ဇနီယ-ကံ) အပြုခံရသော (ရဟန်း)။ (၂) ခြိမ်းခြောက်မှု (တဇ္ဇနီယကံ)ကို ပြုအပ်ပြီးရာ-အချိန်-အခါ။	(1) que tiene ya hecha la amenaza (*tajjanīyakamma*); al que se le ha hecho la amenaza (*tajjanīyakamma*) (monje). (2) el tiempo / el momento en que se ha hecho la amenaza (*tajjanīyakamma*).	(1) having had the threatening (*tajjanīyakamma*) done; subjected to the threatening (*tajjanīyakamma*) (a monk). (2) the time / occasion at which the threatening (*tajjanīyakamma*) has been done.	ကံ here is the Saṅgha's formal act (vinaya kamma); kept as ⟦=kamma⟧.
74439	tajjanīyakammakathā	တဇ္ဇနီယ-ကံကို ဆို-ရာ-ကြောင်း-ဖြစ်သော စကား၊ တဇ္ဇနီယ-ကံနှင့်စပ်သော စကား။	las palabras en que se habla / que son causa de hablar del *tajjanīyakamma*; las palabras relacionadas con el *tajjanīyakamma*.	the talk in which / because of which the *tajjanīyakamma* is spoken of; the talk connected with the *tajjanīyakamma*.	ကံ here is the Saṅgha's formal act (vinaya kamma); kept as ⟦=kamma⟧.
74440	tajjanīyakammādivatta	တဇ္ဇနီယ-ကံအစရှိသည်တို့၏ ကျင့်ဝတ်။	la observancia del *tajjanīyakamma* y demás.	the observances of the *tajjanīyakamma* and so on.	ကံ here is the Saṅgha's formal act (vinaya kamma); kept as ⟦=kamma⟧.
74441	tajjanīyakammādisattavidha	တဇ္ဇနီယ-ကံ အစရှိသော ၇-ပါးအပြားရှိသော (ဝိနည်းကံ)။	que tiene 7 clases, comenzando por el *tajjanīyakamma* (*kamma* del *vinaya*).	having 7 kinds, beginning with the *tajjanīyakamma* (*vinaya* *kamma*).	ကံ here is the Saṅgha's formal act (vinaya kamma); kept as ⟦=kamma⟧.
74442	tajjanīyakammāraha	တဇ္ဇနီယကံ-ကို (ပြုခြင်းငှါ) ထိုက်သော၊ တဇ္ဇနီယကံပြုထိုက်သော (ရဟန်း)။	digno de (que se le haga) el *tajjanīyakamma*; que merece que se le haga el *tajjanīyakamma* (monje).	fit (for the doing of) the *tajjanīyakamma*; deserving to have the *tajjanīyakamma* done (a monk).	ကံ here is the Saṅgha's formal act (vinaya kamma); kept as ⟦=kamma⟧.
74443	tajjanīyanaya	တဇ္ဇနီယ-ကံ၌ သိကြောင်း အစီအရင်၊ တဇ္ဇနီယ-ကံပြုနည်း။	el procedimiento para conocer el *tajjanīyakamma*; el método de hacer el *tajjanīyakamma*.	the procedure for knowing the *tajjanīyakamma*; the method of doing the *tajjanīyakamma*.	ကံ here is the Saṅgha's formal act (vinaya kamma); kept as ⟦=kamma⟧.
74445	tajjanīyādikamma	တဇ္ဇနီယ-အစရှိသော ဝိနည်းကံ။	el *kamma* del *vinaya* que comienza por *tajjanīya*.	the *vinaya* *kamma* beginning with *tajjanīya*.	ကံ here is the Saṅgha's formal act (vinaya kamma); kept as ⟦=kamma⟧.
74446	tajjanīyādikammakata	ပြုအပ်ပြီးသော တဇ္ဇနီယ-အစရှိသော ဝိနည်းကံရှိသော၊ တဇ္ဇနီယ-အစရှိသော ဝိနည်းကံ အပြုခံရသော (ရဟန်း)။	que tiene ya hecho el *kamma* del *vinaya* que comienza por *tajjanīya*; al que se le ha hecho el *kamma* del *vinaya* que comienza por *tajjanīya* (monje).	having had done the *vinaya* *kamma* beginning with *tajjanīya*; subjected to the *vinaya* *kamma* beginning with *tajjanīya* (a monk).	ကံ here is the Saṅgha's formal act (vinaya kamma); kept as ⟦=kamma⟧.
74447	tajjanīyādikammakaraṇādhippāya	တဇ္ဇနီယအစရှိသော ဝိနည်းကံကို ပြုခြင်း၌ အလိုရှိသော၊ တဇ္ဇနီယ-အစရှိသော ဝိနည်းကံကို ပြုလိုသော (ရဟန်း)။	que tiene deseo de hacer el *kamma* del *vinaya* que comienza por *tajjanīya*; que quiere hacer el *kamma* del *vinaya* que comienza por *tajjanīya* (monje).	wishing to do the *vinaya* *kamma* beginning with *tajjanīya*; wanting to do the *vinaya* *kamma* beginning with *tajjanīya* (a monk).	ကံ here is the Saṅgha's formal act (vinaya kamma); kept as ⟦=kamma⟧.
74472	tajjāparihārasaṁvidhāna	ထို...အား-လျော်-လျောက်ပတ်-သော အစောင့်အရှောက်ကို ကောင်းစွာ-စီရင်ခြင်း-စီရင်ကြောင်းဖြစ်သော။	que es el buen disponer / el medio de disponer la protección conforme / apropiada a ese….	that is the proper arranging / the means of arranging of the protection conforming / suited to that….	neuter noun glossed with an adjectival ending (…ဖြစ်သော)
74500	tajjessāmi	ခြိမ်းခြောက်ရလိမ့်အံ့။ «S1»	habrá de amenazar. Véase [[tajjeti]].	will have to threaten. See [[tajjeti]].	future (…အံ့) with no person marked in the Burmese; headword is 1st sg (-āmi) but rendered 3rd person per rule
74516	taṭṭakāra	ပန်းတည်း (တဉ်း) သမား၊ ကြေးသွန်းသမား၊ ကြေး-သေတ္တု-ဖြင့်-အိုး-ခွက်-ဖလား-စသည်ကို ပြုလုပ်တတ်သော၊ သူ။	calderero; fundidor de bronce; que suele hacer ollas / cuencos / fuentes y demás con bronce / metal (dicho de una persona).	coppersmith; bronze-caster; apt to make pots / bowls / dishes and so on of bronze / metal (said of a person).	ပန်းတည်း (တဉ်း) သမား: source gives a spelling variant in brackets; rendered calderero / coppersmith, tentative
74523	taṇḍula	(၁) ဆန်၊ အခွံချွတ်ပြီးစပါးမျိုးတို့၏-အစေ့-အဆံ-အနှစ်။ (က) ဆန်လှော်၊ ပေါက်ပေါက်။ (ခ) ဖွဲကြမ်း-ဖွဲနု-အကျိုး-အပြတ်-မပါသော ကမ္ဘာဦးဖြစ် ဆန်နှံ။ (၂) အိပ်မွေ့ပင်။	(1) arroz; el grano / la semilla / el meollo de los cereales ya descascarillados. (a) arroz tostado; arroz inflado. (b) el arroz del comienzo del eón, sin cascarilla / salvado / granos rotos / partidos. (2) ‹အိပ်မွေ့ပင်› (una planta).	(1) rice; the grain / seed / kernel of cereals already husked. (a) parched rice; popped rice. (b) the rice of the beginning of the aeon, without coarse husk / fine bran / broken / split grains. (2) ‹အိပ်မွေ့ပင်› (a plant).	plant အိပ်မွေ့ပင် not identified, left in Burmese
74529	taṇḍulakoṭṭhaka	ဆန်-ဂိုဒေါင်-ကျီကြ-စည့်-တိုက်။	almacén / granero / depósito / bodega de arroz.	rice godown / granary / store / storehouse.	ကျီကြ-စည့် unclear, possibly garbled; rendered loosely as granary / store
